,ID_PAQUETE,CATEGORIA_ASIGNADA,ALTO,ANCHO,LARGO,PESO_ASIGNADO,TIPO_MANIPULACION,LUGAR_PROCEDENCIA,TEMPERATURA_ALMACENAMIENTO,PROTOCOLO,LUGAR_PROCEDENCIA_WOE,TIPO_MANIPULACION_NUM,TEMPERATURA_ALMACENAMIENTO_NUM,PROTOCOLO_TARGET
4489,4490,mediano,38.89,35.54,35.72,20.266261781857185,fragil,B,refrigerado,Protocolo_2,0.04923211956638846,0,0,0
4490,4491,pequeño,10.49,18.03,17.16,7.845563613951968,fragil,B,refrigerado,Protocolo_1,0.04923211956638846,0,0,1
4491,4492,mediano,41.61,32.08,39.35,30.0,fragil,B,refrigerado,Protocolo_2,0.04923211956638846,0,0,0
4492,4493,grande,88.93,61.22,70.95,31.854629856741802,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
4493,4494,grande,82.26,60.93,65.75,67.47989287556565,normal,A,refrigerado,Protocolo_2,-0.07511902747114502,1,0,0
4494,4495,mediano,35.34,37.74,41.85,21.073231096231044,normal,D,refrigerado,Protocolo_2,-0.009581505147896952,1,0,0
4495,4496,grande,71.54,55.36,61.71,71.65905679291957,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
4496,4497,mediano,37.48,33.17,40.64,19.696972012728516,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
4497,4498,pequeño,10.38,10.81,17.15,6.6841924748330594,fragil,D,ambiente,Protocolo_1,-0.009581505147896952,0,1,1
4498,4499,pequeño,10.37,14.3,17.97,6.925484482950914,normal,B,ambiente,Protocolo_2,0.04923211956638846,1,1,0
4499,4500,mediano,38.83,34.05,32.41,20.176707981637968,normal,B,ambiente,Protocolo_2,0.04923211956638846,1,1,0
4500,4501,pequeño,14.7,16.79,17.17,3.1814187327155192,normal,B,refrigerado,Protocolo_2,0.04923211956638846,1,0,0
4501,4502,pequeño,12.59,15.76,15.24,2.850721982893236,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
4502,4503,pequeño,10.75,14.69,17.88,3.5994322152004274,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
4503,4504,grande,67.04,60.28,76.69,63.77902836437236,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
4504,4505,grande,101.01,52.82,67.54,41.306372089960895,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
4505,4506,mediano,37.25,33.23,30.1,20.12683647628978,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
4506,4507,mediano,38.2,32.05,40.59,15.526520558799444,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
4507,4508,mediano,35.18,32.94,50.0,30.0,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
4508,4509,mediano,35.7,31.94,36.74,27.61842582845129,fragil,A,refrigerado,Protocolo_1,-0.07511902747114502,0,0,1
4509,4510,grande,69.26,59.58,62.92,92.45811921003498,fragil,D,ambiente,Protocolo_1,-0.009581505147896952,0,1,1
4510,4511,pequeño,11.29,16.77,18.65,5.4982997662032185,fragil,B,refrigerado,Protocolo_2,0.04923211956638846,0,0,0
4511,4512,pequeño,14.94,10.45,15.25,0.5681424542900535,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
4512,4513,pequeño,12.12,16.72,19.5,7.677870575608038,normal,D,refrigerado,Protocolo_2,-0.009581505147896952,1,0,0
4513,4514,pequeño,12.28,16.28,16.82,5.7954858378930965,fragil,D,ambiente,Protocolo_2,-0.009581505147896952,0,1,0
4514,4515,mediano,38.29,36.47,37.28,14.98586372469217,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
4515,4516,pequeño,12.15,15.53,16.5,2.96560107085397,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
4516,4517,pequeño,12.64,16.71,17.14,0.1,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
4517,4518,mediano,39.87,33.59,40.22,10.523056768283793,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
4518,4519,mediano,37.14,39.7,37.2,13.722022682203724,fragil,A,ambiente,Protocolo_2,-0.07511902747114502,0,1,0
4519,4520,pequeño,9.34,17.86,18.89,3.7597451982047545,fragil,D,ambiente,Protocolo_1,-0.009581505147896952,0,1,1
4520,4521,pequeño,12.35,14.91,17.91,6.177246193449207,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
4521,4522,mediano,34.37,36.99,39.33,10.1,normal,C,refrigerado,Protocolo_2,0.04045895222184034,1,0,0
4522,4523,pequeño,11.47,12.93,14.8,5.49177004080003,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
4523,4524,mediano,37.07,30.1,34.52,26.152989767369693,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
4524,4525,pequeño,11.14,18.28,17.67,3.267523734083542,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
4525,4526,pequeño,12.58,18.76,16.15,1.1220918315778738,fragil,A,ambiente,Protocolo_2,-0.07511902747114502,0,1,0
4526,4527,pequeño,10.6,10.28,15.73,6.667996682927772,normal,A,refrigerado,Protocolo_2,-0.07511902747114502,1,0,0
4527,4528,pequeño,11.44,13.31,18.41,4.396361252975581,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
4528,4529,mediano,38.76,34.51,39.62,19.31761387209914,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
4529,4530,pequeño,12.58,14.98,20.07,6.408890485556617,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
4530,4531,grande,86.38,61.23,68.84,79.28726271482809,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
4531,4532,pequeño,12.39,12.16,18.62,4.888816581868999,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
4532,4533,mediano,35.47,36.49,40.65,16.46281468055514,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
4533,4534,pequeño,10.95,18.92,15.92,3.437935023111356,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
4534,4535,mediano,37.12,36.23,35.06,12.569929054226227,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
4535,4536,mediano,36.14,32.25,44.15,21.025959687492257,normal,B,refrigerado,Protocolo_2,0.04923211956638846,1,0,0
4536,4537,mediano,36.49,32.02,47.5,23.043160326541937,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
4537,4538,mediano,38.38,33.3,36.7,22.451815920133175,fragil,D,refrigerado,Protocolo_1,-0.009581505147896952,0,0,1
4538,4539,pequeño,14.15,16.68,19.01,3.0029914736875867,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
4539,4540,mediano,35.05,32.58,50.0,22.457002123737144,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
4540,4541,pequeño,12.35,15.92,16.59,3.704719301413993,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
4541,4542,pequeño,13.16,14.34,17.37,7.859162345454786,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
4542,4543,pequeño,11.83,11.73,19.12,5.534896628287949,fragil,A,ambiente,Protocolo_2,-0.07511902747114502,0,1,0
4543,4544,pequeño,11.44,17.03,16.75,8.69584620377054,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
4544,4545,mediano,35.97,39.09,41.36,21.00629476627482,fragil,C,ambiente,Protocolo_2,0.04045895222184034,0,1,0
4545,4546,mediano,36.29,36.89,35.19,10.1,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
4546,4547,mediano,36.67,34.88,30.1,25.808111761379827,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
4547,4548,mediano,36.39,32.56,42.8,17.008684172423692,normal,D,ambiente,Protocolo_2,-0.009581505147896952,1,1,0
4548,4549,mediano,35.93,37.44,42.33,30.0,fragil,D,ambiente,Protocolo_1,-0.009581505147896952,0,1,1
4549,4550,pequeño,11.31,17.56,14.38,4.293507028030927,fragil,C,refrigerado,Protocolo_1,0.04045895222184034,0,0,1
4550,4551,mediano,34.32,36.37,39.71,20.879013147543336,normal,C,refrigerado,Protocolo_2,0.04045895222184034,1,0,0
4551,4552,mediano,39.35,32.53,31.78,20.68691301201174,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
4552,4553,pequeño,12.27,12.44,16.85,5.697038245027808,fragil,B,refrigerado,Protocolo_1,0.04923211956638846,0,0,1
4553,4554,mediano,36.74,38.09,34.94,26.405053645074812,normal,C,refrigerado,Protocolo_2,0.04045895222184034,1,0,0
4554,4555,pequeño,10.0,16.13,16.86,6.195765434624604,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
4555,4556,grande,51.65,60.2,66.46,37.755837839483526,fragil,B,ambiente,Protocolo_2,0.04923211956638846,0,1,0
4556,4557,pequeño,13.58,15.68,15.77,5.837044377918808,fragil,A,refrigerado,Protocolo_1,-0.07511902747114502,0,0,1
4557,4558,pequeño,12.52,13.77,17.14,1.6402001208940575,normal,B,ambiente,Protocolo_2,0.04923211956638846,1,1,0
4558,4559,pequeño,12.25,17.5,17.6,2.6539956761839574,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
4559,4560,pequeño,11.47,16.81,17.44,3.200083732051377,normal,C,refrigerado,Protocolo_2,0.04045895222184034,1,0,0
4560,4561,pequeño,12.73,15.3,18.56,7.046503634519168,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
4561,4562,pequeño,10.41,11.88,18.35,4.558747907567087,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
4562,4563,pequeño,14.39,19.26,15.22,8.666006499438357,fragil,D,refrigerado,Protocolo_2,-0.009581505147896952,0,0,0
4563,4564,grande,47.62,64.11,67.25,44.59974073931005,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
4564,4565,pequeño,13.6,16.57,18.5,8.688478655187211,fragil,C,refrigerado,Protocolo_1,0.04045895222184034,0,0,1
4565,4566,mediano,35.56,32.36,36.65,18.841277482930376,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
4566,4567,pequeño,10.53,12.23,21.4,5.150432376478399,normal,B,refrigerado,Protocolo_2,0.04923211956638846,1,0,0
4567,4568,mediano,38.39,30.1,38.23,20.496085695055466,normal,C,ambiente,Protocolo_2,0.04045895222184034,1,1,0
4568,4569,mediano,39.45,37.42,41.95,15.117329427579364,normal,B,refrigerado,Protocolo_2,0.04923211956638846,1,0,0
4569,4570,pequeño,10.99,13.75,16.27,4.110726116471419,fragil,A,ambiente,Protocolo_1,-0.07511902747114502,0,1,1
4570,4571,pequeño,11.37,15.54,17.46,8.192987062335563,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
4571,4572,mediano,38.94,31.78,49.81,21.309326431021322,fragil,B,refrigerado,Protocolo_2,0.04923211956638846,0,0,0
4572,4573,pequeño,12.0,16.31,18.78,0.1,fragil,C,ambiente,Protocolo_2,0.04045895222184034,0,1,0
4573,4574,mediano,41.69,34.7,38.78,21.103967575713988,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
4574,4575,pequeño,12.13,14.07,18.91,8.040654621892667,fragil,D,refrigerado,Protocolo_2,-0.009581505147896952,0,0,0
4575,4576,pequeño,13.55,19.05,18.06,6.434847801070713,fragil,D,refrigerado,Protocolo_2,-0.009581505147896952,0,0,0
4576,4577,pequeño,12.21,19.2,15.89,6.390190349658807,fragil,C,ambiente,Protocolo_2,0.04045895222184034,0,1,0
4577,4578,pequeño,12.74,13.07,15.35,8.553941293652223,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
4578,4579,mediano,39.53,37.9,40.99,18.5064377160673,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
4579,4580,pequeño,14.46,18.78,17.8,0.1,fragil,B,refrigerado,Protocolo_2,0.04923211956638846,0,0,0
4580,4581,mediano,38.23,34.14,50.0,24.28665868915809,fragil,D,ambiente,Protocolo_2,-0.009581505147896952,0,1,0
4581,4582,pequeño,12.31,13.72,17.94,0.1,fragil,D,ambiente,Protocolo_2,-0.009581505147896952,0,1,0
4582,4583,mediano,34.35,34.13,43.44,22.768476286839288,fragil,D,ambiente,Protocolo_2,-0.009581505147896952,0,1,0
4583,4584,pequeño,9.92,14.73,20.92,3.0340928213133247,normal,C,refrigerado,Protocolo_2,0.04045895222184034,1,0,0
4584,4585,pequeño,15.51,15.48,17.38,9.476680725297498,fragil,C,ambiente,Protocolo_2,0.04045895222184034,0,1,0
4585,4586,pequeño,12.59,13.98,17.87,6.121717564861116,normal,B,refrigerado,Protocolo_2,0.04923211956638846,1,0,0
4586,4587,pequeño,13.48,15.83,18.83,3.8181864393247436,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
4587,4588,mediano,34.69,30.1,40.31,22.735843277172716,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
4588,4589,pequeño,11.02,17.99,16.98,5.057198941682661,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
4589,4590,pequeño,11.97,14.58,17.12,0.795235976841405,normal,A,refrigerado,Protocolo_2,-0.07511902747114502,1,0,0
4590,4591,pequeño,13.38,10.76,18.18,6.458455908258442,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
4591,4592,pequeño,12.15,13.38,16.09,3.930732671296111,normal,C,refrigerado,Protocolo_2,0.04045895222184034,1,0,0
4592,4593,mediano,39.52,34.89,46.15,10.1,fragil,B,refrigerado,Protocolo_1,0.04923211956638846,0,0,1
4593,4594,grande,51.93,65.82,69.15,51.68188075067074,fragil,A,refrigerado,Protocolo_2,-0.07511902747114502,0,0,0
4594,4595,mediano,39.93,34.42,34.56,27.222448904014612,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
4595,4596,mediano,37.7,30.1,43.53,22.79006612800658,fragil,A,refrigerado,Protocolo_1,-0.07511902747114502,0,0,1
4596,4597,pequeño,14.2,15.74,17.62,7.7947958185877315,normal,C,refrigerado,Protocolo_2,0.04045895222184034,1,0,0
4597,4598,grande,111.08,58.28,78.77,46.23226533351111,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
4598,4599,mediano,36.64,34.83,41.47,13.126201744816395,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
4599,4600,pequeño,13.59,14.91,18.39,6.216939091333623,normal,D,refrigerado,Protocolo_2,-0.009581505147896952,1,0,0
4600,4601,pequeño,13.54,10.74,19.06,6.021704256842449,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
4601,4602,pequeño,16.98,13.14,15.18,3.982857491610443,fragil,A,refrigerado,Protocolo_1,-0.07511902747114502,0,0,1
4602,4603,mediano,36.62,32.81,45.21,24.852555983342604,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
4603,4604,grande,71.68,72.66,75.12,73.84785755863888,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
4604,4605,mediano,34.89,30.43,42.46,12.448428552430386,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
4605,4606,pequeño,15.78,17.85,15.73,0.1,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
4606,4607,pequeño,12.11,17.18,16.86,0.10306262012652745,fragil,D,refrigerado,Protocolo_1,-0.009581505147896952,0,0,1
4607,4608,pequeño,11.41,14.49,18.66,4.3197327280729265,fragil,C,refrigerado,Protocolo_2,0.04045895222184034,0,0,0
4608,4609,pequeño,12.18,21.85,17.5,3.4345061067302787,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
4609,4610,pequeño,11.26,21.69,18.24,0.19685456857148775,normal,D,ambiente,Protocolo_2,-0.009581505147896952,1,1,0
4610,4611,pequeño,12.91,9.26,16.86,0.1,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
4611,4612,pequeño,12.64,11.89,17.7,4.887540516207396,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
4612,4613,pequeño,11.94,18.9,17.34,3.315388373497669,fragil,A,refrigerado,Protocolo_1,-0.07511902747114502,0,0,1
4613,4614,grande,75.28,55.8,63.43,42.19074603199972,fragil,B,refrigerado,Protocolo_2,0.04923211956638846,0,0,0
4614,4615,pequeño,12.86,17.55,17.24,10.0,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
4615,4616,pequeño,12.52,13.16,17.95,6.723387684772224,fragil,C,ambiente,Protocolo_2,0.04045895222184034,0,1,0
4616,4617,mediano,37.0,35.05,40.79,24.348300250472597,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
4617,4618,mediano,38.3,33.3,37.53,12.647314760319036,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
4618,4619,pequeño,12.2,18.1,16.75,7.4934430411337685,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
4619,4620,pequeño,15.34,15.85,16.91,4.257318212753194,fragil,D,refrigerado,Protocolo_1,-0.009581505147896952,0,0,1
4620,4621,grande,73.16,50.1,64.92,35.71495686460334,fragil,A,ambiente,Protocolo_2,-0.07511902747114502,0,1,0
4621,4622,mediano,37.95,30.51,44.88,23.07540689421381,normal,D,ambiente,Protocolo_2,-0.009581505147896952,1,1,0
4622,4623,mediano,37.5,36.82,45.86,25.526106965482846,fragil,D,refrigerado,Protocolo_2,-0.009581505147896952,0,0,0
4623,4624,grande,66.89,64.88,59.22,65.64563648119304,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
4624,4625,pequeño,12.65,10.65,19.5,2.646183992547808,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
4625,4626,pequeño,10.49,11.51,17.27,1.6515843300754112,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
4626,4627,pequeño,16.08,20.89,16.9,4.059168011454602,fragil,A,refrigerado,Protocolo_1,-0.07511902747114502,0,0,1
4627,4628,mediano,38.52,30.1,41.44,25.592552579145522,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
4628,4629,pequeño,10.85,15.61,15.56,4.45185985848546,normal,D,ambiente,Protocolo_2,-0.009581505147896952,1,1,0
4629,4630,pequeño,13.02,14.04,18.76,8.960591916755657,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
4630,4631,pequeño,11.48,16.73,18.14,7.724863988215736,fragil,A,refrigerado,Protocolo_1,-0.07511902747114502,0,0,1
4631,4632,pequeño,12.56,15.58,15.9,5.471446932148742,fragil,A,ambiente,Protocolo_1,-0.07511902747114502,0,1,1
4632,4633,pequeño,13.31,14.96,17.78,10.0,fragil,D,ambiente,Protocolo_2,-0.009581505147896952,0,1,0
4633,4634,pequeño,11.02,10.91,17.55,8.850799239511904,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
4634,4635,pequeño,8.18,17.43,16.82,4.137681151823796,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
4635,4636,grande,45.37,60.61,65.67,65.1837657544553,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
4636,4637,pequeño,13.64,14.36,16.89,0.1,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
4637,4638,pequeño,12.88,13.49,18.25,6.563915703631185,normal,C,ambiente,Protocolo_2,0.04045895222184034,1,1,0
4638,4639,grande,87.65,66.61,66.46,52.42229162783118,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
4639,4640,mediano,36.42,38.09,36.86,20.11311094687278,normal,A,refrigerado,Protocolo_2,-0.07511902747114502,1,0,0
4640,4641,mediano,33.06,36.01,35.72,19.07432412385279,fragil,A,refrigerado,Protocolo_2,-0.07511902747114502,0,0,0
4641,4642,grande,96.21,64.86,67.73,94.63116735309664,fragil,A,ambiente,Protocolo_2,-0.07511902747114502,0,1,0
4642,4643,pequeño,10.26,12.87,17.07,8.520054973069199,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
4643,4644,pequeño,12.63,15.96,18.13,5.56129460323075,normal,C,refrigerado,Protocolo_2,0.04045895222184034,1,0,0
4644,4645,pequeño,15.8,12.2,17.43,4.742148431639054,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
4645,4646,mediano,36.71,36.01,44.16,19.384066111491816,fragil,C,refrigerado,Protocolo_1,0.04045895222184034,0,0,1
4646,4647,pequeño,12.19,9.18,17.08,3.6577843106587316,fragil,A,refrigerado,Protocolo_1,-0.07511902747114502,0,0,1
4647,4648,mediano,37.39,30.21,45.66,24.49062760100542,fragil,A,refrigerado,Protocolo_2,-0.07511902747114502,0,0,0
4648,4649,mediano,37.57,31.21,32.39,23.267539578938337,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
4649,4650,grande,98.36,72.66,66.82,83.49758347763154,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
4650,4651,grande,62.26,73.97,69.41,39.424426534240595,normal,C,refrigerado,Protocolo_2,0.04045895222184034,1,0,0
4651,4652,mediano,40.65,40.25,42.6,27.577848594365676,fragil,A,ambiente,Protocolo_1,-0.07511902747114502,0,1,1
4652,4653,mediano,37.33,35.1,47.26,12.829932619327801,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
4653,4654,mediano,37.78,31.47,40.98,10.1,fragil,D,ambiente,Protocolo_1,-0.009581505147896952,0,1,1
4654,4655,pequeño,12.94,19.12,15.3,4.914171951801308,fragil,D,ambiente,Protocolo_2,-0.009581505147896952,0,1,0
4655,4656,mediano,34.55,34.5,30.18,20.873869149320043,normal,B,refrigerado,Protocolo_2,0.04923211956638846,1,0,0
4656,4657,pequeño,13.82,16.26,17.68,0.8262278180801141,fragil,C,ambiente,Protocolo_2,0.04045895222184034,0,1,0
4657,4658,grande,113.05,62.31,75.85,58.88543590665807,fragil,B,ambiente,Protocolo_2,0.04923211956638846,0,1,0
4658,4659,mediano,37.07,35.5,38.93,25.03076893921842,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
4659,4660,pequeño,12.08,20.1,17.51,6.9096031200113845,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
4660,4661,pequeño,14.33,15.56,17.44,5.064905687531086,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
4661,4662,mediano,37.07,37.56,34.44,30.0,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
4662,4663,grande,51.56,55.6,67.82,58.18527024751605,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
4663,4664,mediano,37.93,34.66,34.05,10.1,normal,C,refrigerado,Protocolo_2,0.04045895222184034,1,0,0
4664,4665,mediano,38.08,31.89,40.72,15.79938479970178,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
4665,4666,mediano,39.03,38.27,39.46,25.489746937776445,fragil,D,ambiente,Protocolo_1,-0.009581505147896952,0,1,1
4666,4667,pequeño,17.08,14.22,16.62,5.526604227722707,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
4667,4668,pequeño,11.16,20.06,16.58,4.453816114458383,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
4668,4669,pequeño,13.68,17.58,19.26,3.7061387865975792,normal,B,refrigerado,Protocolo_1,0.04923211956638846,1,0,1
4669,4670,pequeño,12.82,21.92,17.53,10.0,fragil,B,refrigerado,Protocolo_1,0.04923211956638846,0,0,1
4670,4671,mediano,36.35,36.6,30.43,11.710490463467567,fragil,A,ambiente,Protocolo_1,-0.07511902747114502,0,1,1
4671,4672,mediano,32.56,35.32,33.47,19.057718713948574,normal,B,ambiente,Protocolo_2,0.04923211956638846,1,1,0
4672,4673,pequeño,9.82,13.19,18.04,6.197955724622945,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
4673,4674,pequeño,11.52,17.19,17.79,6.15884166452564,normal,A,ambiente,Protocolo_2,-0.07511902747114502,1,1,0
4674,4675,pequeño,14.77,12.19,17.07,2.5579238838559695,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
4675,4676,grande,82.57,56.34,73.16,58.134330611728885,fragil,D,refrigerado,Protocolo_1,-0.009581505147896952,0,0,1
4676,4677,pequeño,12.69,14.97,16.13,4.4934230409322975,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
4677,4678,pequeño,12.84,17.25,17.08,3.8974015256934287,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
4678,4679,pequeño,11.11,15.07,18.01,4.960165535704952,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
4679,4680,pequeño,11.76,12.42,18.1,2.9141077795125274,fragil,D,ambiente,Protocolo_2,-0.009581505147896952,0,1,0
4680,4681,pequeño,11.01,14.81,17.45,4.092647481750049,normal,D,refrigerado,Protocolo_1,-0.009581505147896952,1,0,1
4681,4682,mediano,38.09,33.04,35.5,22.718212624722163,fragil,C,refrigerado,Protocolo_2,0.04045895222184034,0,0,0
4682,4683,pequeño,13.63,19.43,16.13,4.766276462427695,fragil,D,ambiente,Protocolo_1,-0.009581505147896952,0,1,1
4683,4684,mediano,37.22,36.98,30.1,19.258743268906464,fragil,C,ambiente,Protocolo_1,0.04045895222184034,0,1,1
4684,4685,pequeño,11.41,18.96,18.07,0.1,fragil,B,refrigerado,Protocolo_1,0.04923211956638846,0,0,1
4685,4686,pequeño,15.16,13.62,17.85,7.744838802464354,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
4686,4687,pequeño,11.3,14.88,15.43,4.206788982640912,fragil,B,refrigerado,Protocolo_2,0.04923211956638846,0,0,0
4687,4688,pequeño,13.73,16.11,16.88,6.332065411089509,normal,C,ambiente,Protocolo_1,0.04045895222184034,1,1,1
4688,4689,pequeño,14.67,9.8,18.83,6.959099919621446,fragil,D,refrigerado,Protocolo_1,-0.009581505147896952,0,0,1
4689,4690,pequeño,12.75,17.33,17.58,1.6219641704795826,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
4690,4691,pequeño,12.6,12.21,17.13,7.527794337751596,normal,A,refrigerado,Protocolo_1,-0.07511902747114502,1,0,1
4691,4692,grande,94.3,61.45,65.37,30.1,fragil,B,ambiente,Protocolo_2,0.04923211956638846,0,1,0
4692,4693,grande,107.56,59.3,68.75,53.4227998676094,normal,D,ambiente,Protocolo_1,-0.009581505147896952,1,1,1
4693,4694,pequeño,11.66,10.43,16.52,4.94007325102244,fragil,B,ambiente,Protocolo_1,0.04923211956638846,0,1,1
4694,4695,mediano,40.83,37.2,42.82,26.288296477660133,normal,C,refrigerado,Protocolo_1,0.04045895222184034,1,0,1
4695,4696,pequeño,12.31,16.04,17.78,3.9548739850590504,fragil,C,refrigerado,Protocolo_2,0.04045895222184034,0,0,0
4696,4697,pequeño,10.4,17.35,17.94,6.79795804359674,fragil,B,refrigerado,Protocolo_2,0.04923211956638846,0,0,0
4697,4698,pequeño,13.08,11.15,14.88,4.061427724901153,fragil,D,refrigerado,Protocolo_2,-0.009581505147896952,0,0,0
4698,4699,mediano,38.66,39.57,45.85,25.240278556526523,normal,A,ambiente,Protocolo_1,-0.07511902747114502,1,1,1
4699,4700,pequeño,12.0,13.48,15.56,8.646663496151742,normal,B,ambiente,Protocolo_1,0.04923211956638846,1,1,1
4700,4701,mediano,36.74,33.93,50.0,18.374860754348372,fragil,D,ambiente,Protocolo_2,-0.009581505147896952,0,1,0
4701,4702,mediano,36.55,37.08,37.31,25.309938665635727,normal,C,refrigerado,Protocolo_2,0.04045895222184034,1,0,0
